species,type,estimate,se
Slender-billed Flufftail,slope,0.544891509904979,0.33396953258238465
Snoring Rail,slope,0.43031836186873407,0.31812498650544424
Snow Bunting,slope,0.4133121056647948,0.18542063358722896
Sokoke Pipit,slope,0.9998310231079962,0.5465048581470672
Solomons Frogmouth,slope,0.912903542654852,0.5330401107494327
Solomons Nightjar,slope,0.877216356007992,0.49494456311236734
Song Sparrow,slope,1.1040415482742032,0.10571972476271267
Southern Silvery-Kingfisher,slope,0.982282553290266,0.5469225722346134
Spot-throated Flameback,slope,0.9025385678831597,0.4948700284140862
Spotted Ground-Thrush,slope,0.6833202401612228,0.5160508561627963
Spotted Towhee,slope,1.9523832350222166,0.2680800320722747
Sprague's Pipit,slope,0.934467434023162,0.3801828634073746
Sri Lanka Whistling-Thrush,slope,0.9832697294391693,0.5424762053756911
St. Lucia Black Finch,slope,1.0029155127923948,0.44691004599671535
St. Lucia Oriole,slope,1.1344746164358006,0.5175979165789185
St. Lucia Parrot,slope,0.6866087181660021,0.32232052743927514
Steller's Jay,slope,1.0943230552900356,0.29308332973520074
Striated Caracara,slope,0.5432259169449684,0.4657050625218434
Sumatran Cochoa,slope,0.39022858650376924,0.3116003614614977
Summer Tanager,slope,1.5082474092418297,0.19742852327174115
Sun Parakeet,slope,0.6286177151760066,0.3187512506518622
Sunda Coucal,slope,0.2739905913968279,0.31479974165127605
Swainson's Hawk,slope,1.2565091387657972,0.19962115490005547
Swainson's Thrush,slope,1.729229942483655,0.18670024577227534
Swainson's Warbler,slope,0.47746549476176403,0.3240527982338322
Swamp Prinia,slope,0.9129258156566982,0.420056826287579
Swamp Sparrow,slope,1.6108326054412156,0.2506635901514625
Talaud Bush-hen,slope,0.9532583585114075,0.5751994742479043
Talaud Rail,slope,0.537557082350915,0.5488305610822188
Tanimbar Scrubfowl,slope,0.9827176422997771,0.5017300170495697
Tennessee Warbler,slope,1.7335915839927352,0.19600336511259978
Timor Green-Pigeon,slope,0.7921179269242314,0.45916605244734454
Tolima Dove,slope,0.900170630085674,0.5036497676764791
Tooth-billed Pigeon,slope,0.36059683788627084,0.31542641709246444
Townsend's Solitaire,slope,0.5828997348292411,0.23210020661625563
Townsend's Warbler,slope,1.072755262773126,0.4446358241078445
Tree Swallow,slope,0.8694095121437334,0.13212618974934817
Trinidad Piping-Guan,slope,0.9649538885604279,0.5451574154502601
Tucuman Mountain-Finch,slope,1.0429301073314903,0.5189444639450329
Tufted Duck,slope,0.48707320472534726,0.331071619805289
Tufted Titmouse,slope,1.7038060018597474,0.15137052988361321
Turkey Vulture,slope,1.5596268592712486,0.17046024317033195
Turquoise Dacnis,slope,0.9813040800036666,0.5547259515081564
Tuxtla Quail-Dove,slope,0.8793303878677415,0.5569126748710972
Usambara Hyliota,slope,0.6242292663284131,0.5928031062602381
Usambara Weaver,slope,0.8721840405721403,0.5287812296258908
Van Dam's Vanga,slope,0.9656786114850222,0.5028287589896601
Varied Bunting,slope,0.888679710724656,0.5109297249325532
Varied Thrush,slope,1.5150358095958203,0.24922957872626447
Vaux's Swift,slope,1.7783300085256744,0.27086054812734056
Veery,slope,1.2441095118568457,0.1277858887317657
Venezuelan Sylph,slope,0.9817068155981128,0.5316916759072152
Venezuelan Wood-Quail,slope,0.8432038548427373,0.53685339155279
Verdin,slope,0.2788738559338937,0.416857943517065
Vermilion Flycatcher,slope,0.968361817779864,0.22408561231211604
Vesper Sparrow,slope,1.4506818891250006,0.14000412956685343
Vinous-breasted Sparrowhawk,slope,1.0341591924652265,0.49966043499236845
Violet-green Swallow,slope,1.4459096467997727,0.2633464384888331
Violet-throated Metaltail,slope,0.8270940323093645,0.4741825722224368
Virginia's Warbler,slope,1.7626746719579045,0.3135865729623026
Warbling Vireo,slope,1.450827302466869,0.14484841067743742
Wattled Curassow,slope,0.5945365974949268,0.31689818893145
Western Bluebird,slope,1.4133101898916094,0.24006840558069822
Western Kingbird,slope,1.4037824076707204,0.12896902911126285
Western Meadowlark,slope,1.1618740394028668,0.11591175938164601
Western Screech-Owl,slope,1.0167661777495116,0.23932550077984724
Western Tanager,slope,1.2346889350277297,0.19134841571276492
Western Wood-Pewee,slope,1.2544662466208978,0.1986869361544588
Wetar Ground-Dove,slope,0.3260424687569675,0.312907021393035
White-bearded Antshrike,slope,0.7571026202526459,0.49396879258315596
White-bellied Heron,slope,1.3291814805446447,0.47632550291387726
White-breasted Nuthatch,slope,1.3832234591449604,0.17888320076404055
White-breasted Thrasher,slope,1.3298773286059435,0.37599982222547407
White-chested White-eye,slope,-0.17418389539338341,0.2944713633183837
White-crowned Sparrow,slope,0.9728813121440049,0.32164676930381625
White-eyed Vireo,slope,1.671294939436338,0.17520469176356507
White-fronted Quail-Dove,slope,0.7910238553445413,0.5143776098432579
White-headed Woodpecker,slope,0.5712741367322328,0.37040779799944684
White-necked Crow,slope,0.9398346848218703,0.5076640094486482
White-necked Hawk,slope,0.7729219742971443,0.40726559028347614
White-necked Parakeet,slope,0.8315454784239993,0.4630930329205266
White-tailed Kite,slope,0.9663343806374962,0.2521993160418526
White-throated Barbtail,slope,0.9657143688910041,0.5660357531998792
White-throated Dipper,slope,0.8799898008435906,0.49034763241151097
White-throated Sparrow,slope,1.6816967103699363,0.20037636154537705
White-throated Swift,slope,0.5504203837813411,0.1959322497855062
White-winged Apalis,slope,0.9062439350613296,0.5370561973228425
White-winged Crossbill,slope,1.210607592114759,0.139531995395728
White-winged Dove,slope,1.234826481717626,0.18044774470508207
White-winged Nightjar,slope,0.9492571572405829,0.5243152204139188
White-winged Warbler,slope,0.9959070772726719,0.5501016540035342
White Wagtail,slope,1.0986111762605992,0.4502758304772582
Whooper Swan,slope,1.0842328107763304,0.2736867650280188
Whooping Crane,slope,0.9553021954117007,0.5146317682523015
Williamson's Sapsucker,slope,1.3288760217128037,0.3700470777765929
Willow Flycatcher,slope,1.3936047838858618,0.16507354993179832
Willow Ptarmigan,slope,0.3086667929873331,0.21082860547376042
Wilson's Warbler,slope,1.572035722179303,0.2421488202983999
Winter Wren,slope,1.7093908422400634,0.2541284652317663
Wood Thrush,slope,1.2877263042094407,0.14218761639256755
Woodhouse's Scrub-Jay,slope,1.4669645784569834,0.2106737539922021
Worm-eating Warbler,slope,1.2298686686984468,0.2047356063010886
Worthen's Sparrow,slope,0.40776258268599797,0.36174398428521004
Wrentit,slope,1.161700750695785,0.49861331496298916
Yellow-bellied Flycatcher,slope,1.0884009853928662,0.3254470168314569
Yellow-bellied Sapsucker,slope,1.8090445111451605,0.20534721484569704
Yellow-billed Cotinga,slope,0.9774684255624538,0.5514109848485724
Yellow-billed Cuckoo,slope,1.4064747813751606,0.10809000509836487
Yellow-billed Magpie,slope,0.9682480350999173,0.5383679450466409
Yellow-breasted Chat,slope,1.6844393197076175,0.14126831603625972
Yellow-breasted Pipit,slope,1.0290960355445837,0.5279166797037773
Yellow-eyed Junco,slope,0.9823706435903651,0.45584477893824277
Yellow-faced Flameback,slope,0.6021774320387607,0.31717883696388477
Yellow-headed Blackbird,slope,1.3789984343169879,0.23412923649843714
Yellow-headed Brushfinch,slope,0.845018051161547,0.5464738653654925
Yellow-rumped Antwren,slope,0.8618982208010353,0.5129382887634434
Yellow-rumped Warbler,slope,2.079747360930405,0.2240228196837882
Yellow-shouldered Blackbird,slope,0.9573777052745345,0.42015842666323333
Yellow-shouldered Parrot,slope,0.7581102181834962,0.39878205463214794
Yellow-throated Vireo,slope,1.4706509219552626,0.23320076277257878
Yellow-throated Warbler,slope,1.5206835457435868,0.3616854384389622
Yellow Warbler,slope,1.3737337572065673,0.1459807096304052
Yellowhead,slope,0.9606150908296759,0.542049747336561
Zapata Rail,slope,0.3296048102704431,0.3146505571860068
Zapata Sparrow,slope,0.9171663778822766,0.5095111290388384
Zapata Wren,slope,1.0001453863464589,0.5342327567176849
Zone-tailed Hawk,slope,1.3835735517070036,0.5353114508663558
